"101452";"Jednotlivý strom";"Dub letní";"24.10.2001";"vyhlášené";"V blízkosti cesty od bývalého koupaliště směrem k silnici Břehy-Semín";"{X:, Y:} ";"Pardubický"
"101455";"Jednotlivý strom";"Ulmus laevis (jilm vaz)";"20.02.1995";"ze zákona";"V zahrádkářské kolonii u Labe směrem za koupalištěm";"{X:, Y:} ";"Pardubický"
"101456";"Jednotlivý strom";"Populus nigra (topol černý)";"01.11.1994";"ze zákona";"U slepého ramene Labe v Polabinách mezi sídlištěm a Labem";"{X:, Y:} ";"Pardubický"
"101457";"Skupina stromů";"Jerlín japonský, 4 ks";"30.06.1994";"ze zákona";"Na Wernerově nábřeží za kostelem sv. Bartoloměje";"{X:, Y:} ";"Pardubický"
"101458";"Skupina stromů";"Tilia platyphylla (lípa velkolistá)";"01.02.1995";"ze zákona";"V obci na křižovatce u pomníčku z r. 1829 ";"{X:, Y:} ";"Pardubický"
"101459";"Jednotlivý strom";"Tilia platyphylla (lípa velkolistá)";"01.02.1995";"ze zákona";"V obci u hřiště";"{X:, Y:} ";"Pardubický"
"101460";"Jednotlivý strom";"Dub letní u Klenovky";"30.11.1993";"vyhlášené";"Na okraji lesa, na levé straně silnice z Přelouče do Klenovky";"{X:, Y:} ";"Pardubický"
"101461";"Jednotlivý strom";"Jinan dvoulaločný";"18.01.1993";"vyhlášené";"V Bláhově ulici u č. 1";"{X:, Y:} ";"Pardubický"
"101462";"Jednotlivý strom";"Dub v Přelouči";"23.08.1994";"vyhlášené";"V oploceném areálu kynologického cvičiště";"{X:, Y:} ";"Pardubický"
"101463";"Jednotlivý strom";"Topol černý";"09.07.1980";"vyhlášené";"Na severním konci labského ramene (PP Tůň u Hrobic) na pravém břehu Labe";"{X:, Y:} ";"Pardubický"
"101465";"Jednotlivý strom";"Dub letní";"30.11.1978";"ze zákona";" V obci za školou v lesním porostu asi 100 m od sportovního areálu";"{X:, Y:} ";"Pardubický"
"101466";"Jednotlivý strom";"Dub letní";"30.11.1978";"ze zákona";"V lesním porostu asi 500 m jihovýchodně od zámku";"{X:, Y:} ";"Pardubický"
"101467";"Jednotlivý strom";"Dub v Trusnově";"30.11.1978";"ze zákona";"na hrázi rybníka Lodrant";"{X:, Y:} ";"Pardubický"
"101468";"Jednotlivý strom";"Dub ""Antonín""";"30.11.1978";"ze zákona";"Severozápadně od zámečku cca 800 m ve Starých Čívicích, jen torzo";"{X:, Y:} ";"Pardubický"
"101469";"Jednotlivý strom";"Dub v Hrádku";"30.11.1978";"ze zákona";"Na západním okraji intravilánu osady Hrádek u křižovatky polních cest";"{X:, Y:} ";"Pardubický"
"101470";"Skupina stromů";"Bartoňovy jasany";"10.05.2002";"vyhlášené";"V obci kolem statku čp. 1 na hraně údolí na pravém břehu toku Brlenky, nad školou";"{X:1016616,00, Y:609711,00} {X:1016630,00, Y:609745,00} {X:1016628,00, Y:609743,00} {X:1016627,00, Y:609722,00} {X:1016601,00, Y:609723,00} ";"Královéhradecký"
"101471";"Jednotlivý strom";"Javor na Krkavčině";"03.07.2003";"vyhlášené";"Ve svahu na louce, v místní části Krkavčina, poblíž domů čp. 13 a 44";"{X:, Y:} ";"Královéhradecký"
"101472";"Jednotlivý strom";"Lípa na Východní";"02.07.2003";"vyhlášené";"V obci, v zahradě v místní části zvané Východní";"{X:, Y:} ";"Královéhradecký"
"101473";"Jednotlivý strom";"Obecní lípa";"29.11.2002";"vyhlášené";"Na návrší u restaurace čp. 62 v osadě Chlívce, na pravobřeží údolí Chlíveckého potoka";"{X:1011142,52, Y:616685,19} ";"Královéhradecký"
"101474";"Jednotlivý strom";"Maixnerova lípa";"16.09.2002";"vyhlášené";"V obci Jívka ve stráni nad bývalou školou před čp. 185";"{X:1008319,81, Y:617271,00} ";"Královéhradecký"
"101475";"Jednotlivý strom";"Štajerova lípa";"10.05.2002";"vyhlášené";"Na dolním konci osady ve stráni na pravobřeží Metuje u bývalé usedlosti čp. 13";"{X:1010077,00, Y:611533,00} ";"Královéhradecký"
"101476";"Jednotlivý strom";"Kosova lípa";"04.02.2002";"vyhlášené";"v osadě Sedmákovice, u nově zrekonstruovaného stavení, pravobřeží Brlenky";"{X:1015530,00, Y:608857,00} ";"Královéhradecký"
"101477";"Jednotlivý strom";"Hraniční buk";"04.05.2001";"vyhlášené";"V bývalém hraničním pásmu v proluce lesních porostů u hraničního kamene 242/8 cca 200 m od skalního hřebene, na státní hranici poblíž lokality Vypich";"{X:995899,04, Y:617430,31} ";"Královéhradecký"
"101478";"Jednotlivý strom";"Lípa u Šimočků";"28.05.2001";"vyhlášené";"V Janovicích na louce u čp. 389 ";"{X:1003806,73, Y:618024,42} ";"Královéhradecký"
"101479";"Skupina stromů";"Buky u Janovic";"28.06.2001";"vyhlášené";"U lesní cesty pod hájenkou v Janovicích, blízko st. silnice v tzv. Janovických peřejích";"{X:1004173,05, Y:617483,36} {X:1004168,72, Y:617484,09} ";"Královéhradecký"
"101480";"Jednotlivý strom";"Lípa na Krčmově";"04.05.2001";"vyhlášené";"Na louce u křižovatky na Krčmově nad Horním Adršpachem";"{X:998948,59, Y:619056,52} ";"Královéhradecký"
"101481";"Jednotlivý strom";"Jilm horský";"05.10.2002";"vyhlášené";"Na severním okraji obce, na zahradě usedlosti čp. 37";"{X:, Y:} ";"Královéhradecký"
"101482";"Jednotlivý strom";"Bezděkovský dub";"24.10.1995";"vyhlášené";"V obci u hlavní silnice směrem na Hronov vlevo, ve dvoře u čp. 57";"{X:1012307,00, Y:608717,00} ";"Královéhradecký"
"101483";"Jednotlivý strom";"Bohadlova lípa";"12.03.1999";"vyhlášené";"V osadě Závrchy na rozcestí turistických cest";"{X:1016126,00, Y:607961,00} ";"Královéhradecký"
"101484";"Jednotlivý strom";"Břek u Velichovek";"01.02.2000";"vyhlášené";"Západně od Velichovek, na okraji cípovitého výběžku lesa v dančí oboře";"{X:, Y:} ";"Královéhradecký"
"101486";"Jednotlivý strom";"Jasan ztepilý";"06.09.1999";"vyhlášené";"Ve středu obce, u staré zemědělské usedlosti čp. 36, na jihovýchod od hlavní silnice";"{X:, Y:} ";"Královéhradecký"
"101487";"Jednotlivý strom";"Jasan ztepilý";"16.12.1998";"vyhlášené";"V obci, na dvoře staré zemědělské usedlosti";"{X:, Y:} ";"Královéhradecký"
"101488";"Skupina stromů";"Fagus silvatica Atropunicea (buk lesní červenolistý) a Ginkgo biloba (jinan dvoulaločný)";"15.01.1998";"vyhlášené";"V okrasné zahradě u rodinné vily v intravilánu města, západně od železniční stanice Jaroměř";"{X:, Y:} ";"Královéhradecký"
"101489";"Jednotlivý strom";"Dub letní";"11.02.1998";"vyhlášené";"V údolní nivě Úpy, na poli jihovýchodně od Dolan";"{X:, Y:} ";"Královéhradecký"
"101490";"Jednotlivý strom";"Dub letní";"11.02.1998";"vyhlášené";"V údolní nivě Úpy, na poli jihovýchodně od Dolan";"{X:, Y:} ";"Královéhradecký"
"101491";"Stromořadí";"Lipové stromořadí v Krčíně";"23.12.1997";"ze zákona";"V městské zástavbě na levém břehu Metuje v délce 500 m, povolení skácení lípy č. 28 ze dne 17.6.2013 čj. 4802/2013/OZP/TovJ";"{X:1029239,83, Y:617939,77} {X:1029106,40, Y:618428,32} ";"Královéhradecký"
"101492";"Jednotlivý strom";"Matoušova lípa";"15.05.1997";"vyhlášené";"Na dvoře čp. 217 v Mánesově ulici, blízko komunikace na Josefov, za tratí";"{X:, Y:} ";"Královéhradecký"
"101493";"Jednotlivý strom";"Husova lípa";"29.09.1994";"ze zákona";"Na okraji lesního porostu v blízkosti mohyly s malbou kalicha, lokalita "Libchyňské", vysazena 6.7.1919 k 500. výročí upálení Jana Husa ";"{X:1029817,60, Y:616255,19} ";"Královéhradecký"
"101494";"Jednotlivý strom";"Vojnarova lípa";"23.07.1993";"vyhlášené";"Na travnatém pásu na okraji města při výjezdu na Dobrušku ";"{X:1030003,75, Y:617887,53} ";"Královéhradecký"
"101495";"Jednotlivý strom";"Lípa velkolistá";"26.11.1981";"vyhlášené";"Na západním okraji obce mezi domy čp. 31 a 56";"{X:, Y:} ";"Královéhradecký"
"101496";"Jednotlivý strom";"Lípa srdčitá";"26.11.1981";"vyhlášené";"V obci ve stráni pod čp. 22, cca 60 m nalevo od silnice Velké Poříčí-Malá Čermná";"{X:, Y:} ";"Královéhradecký"
"101497";"Jednotlivý strom";"Lípa velkolistá";"26.11.1981";"vyhlášené";"U cesty ve stráni u čp. 25";"{X:, Y:} ";"Královéhradecký"
"101498";"Jednotlivý strom";"Dub letní Vostaš";"26.11.1981";"vyhlášené";"Na severozápadním okraji obce na okraji příkrého svahu spadajícího do potoční úžlabiny";"{X:, Y:} ";"Královéhradecký"
"101499";"Jednotlivý strom";"Barešova lípa";"26.11.1981";"vyhlášené";"Na kopci u cesty vedle domu čp. 49, ve stráni nad silnici";"{X:1009560,35, Y:606774,51} ";"Královéhradecký"
"101500";"Jednotlivý strom";"Berkova lípa";"26.11.1981";"vyhlášené";"U domu čp. 21 vpravo ve stráni cca 200 m před železniční tratí";"{X:1007938,00, Y:612160,00} ";"Královéhradecký"
"101501";"Jednotlivý strom";"Husitská lípa";"26.11.1981";"vyhlášené";"Na okraji lesa pod stolovou horou Ostaš poblíž bývalého Pohlova pohostinství";"{X:1006952,00, Y:609771,00} ";"Královéhradecký"
"101502";"Jednotlivý strom";"Klášterní dub v Broumově";"26.11.1981";"vyhlášené";"V obci v klášterní zahradě u altánu, vysazen na počest korunovace Františka Josefa 1782";"{X:1004551,77, Y:600837,58} ";"Královéhradecký"
"101503";"Jednotlivý strom";"Vernéřovická lípa";"26.11.1981";"vyhlášené";"V obci před čp. 100, u silnice vlevo směrem na Meziměstí";"{X:1000565,74, Y:608031,62} ";"Královéhradecký"
"101504";"Jednotlivý strom";"Adršpašská lípa";"26.11.1981";"vyhlášené";"Pod usedlostí čp. 31, údajně posvátná lípa původních německých obyvatel, lípa republiky ";"{X:997840,47, Y:618510,52} ";"Královéhradecký"
"101505";"Jednotlivý strom";"Šrůtkova lípa";"26.11.1981";"vyhlášené";"V obci na rozhraní dvou parcel v zahradě u čp. 26, u silnice Bělý-Bezděkov nad Metují odbočka vlevo naproti hotelu";"{X:1014063,00, Y:606296,00} ";"Královéhradecký"
"101506";"Jednotlivý strom";"Hrnčířův jasan";"26.11.1981";"vyhlášené";"Ve stráni nad železniční zastávkou u čp. 4, zvaný též Jasan Skalák";"{X:1014321,01, Y:612418,63} ";"Královéhradecký"
"101507";"Jednotlivý strom";"Kavalírův dub";"26.11.1981";"vyhlášené";"Na louce při levém břehu nové řeky Metuje asi 120 m od silničního mostu";"{X:, Y:} ";"Královéhradecký"
"101510";"Skupina stromů";"Lípy malolisté";"26.11.1981";"vyhlášené";"V obci před kostelem sv. Ducha u vstupu na hřbitov, mezi stromy je kříž";"{X:1029004,64, Y:618590,27} ";"Královéhradecký"
"101511";"Jednotlivý strom";"Dub letní";"26.11.1981";"vyhlášené";"Na konci Rezecké ulice, asi 100m za mostem přes Libchyňský potok směrem k Lázním Rezek, v lesním porostu ";"{X:1030000,55, Y:615922,44} ";"Královéhradecký"
"101512";"Jednotlivý strom";"Tis obecný";"26.11.1981";"vyhlášené";"V ulici Českých bratří";"{X:1030378,88, Y:616494,74} ";"Královéhradecký"
"101513";"Jednotlivý strom";"Vavřenova lípa";"26.11.1981";"vyhlášené";"V obci u stodoly čp. 14, na kopci poblíž fotbalového hřiště";"{X:1011361,00, Y:610575,00} ";"Královéhradecký"
"101514";"Jednotlivý strom";"Lípa velkolistá ""Šarbochova""";"26.11.1981";"vyhlášené";"Vpravo u cesty do Nového Hrádku u čp. 14";"{X:, Y:} ";"Královéhradecký"
"101515";"Jednotlivý strom";"Horákův jasan";"26.11.1981";"vyhlášené";"V obci před domem čp. 50";"{X:, Y:} ";"Královéhradecký"
"101517";"Skupina stromů";"Stromy v Nepřívěci na návsi";"06.11.2003";"ze zákona";"V obci na návsi ";"{X:, Y:} ";"Královéhradecký"
"101518";"Skupina stromů";"Lípy u sochy sv. Prokopa v Libošovicích";"06.11.2003";"ze zákona";"na návsi u sochy sv. Prokopa, vysazeny r. 1848";"{X:, Y:} ";"Královéhradecký"
"101519";"Skupina stromů";"Skupina stromů ve Vesci na návsi";"30.10.1993";"ze zákona";"V obci na návsi, při vichřici 1 strom vyvrácen - zrušovací rozhodnutí nedoručeno";"{X:, Y:} ";"Královéhradecký"
"101520";"Skupina stromů";"Lípy na Malé Lhotě";"30.09.1993";"ze zákona";"V obci na návsi ";"{X:, Y:} ";"Královéhradecký"
"101523";"Skupina stromů";"Lípy ve Svatogothardské Lhotě";"26.06.1980";"ze zákona";"Ve Svatogothardské Lhotě u křížku";"{X:1024141,00, Y:651162,00} ";"Královéhradecký"
"101524";"Skupina stromů";"Žižkovy lípy";"26.06.1980";"ze zákona";"V obci, cca 70m od železniční stanice, mezi lípami je socha sv. Jana Křtitele, zrušena ochrana 1 lípy";"{X:1021400,00, Y:661059,00} ";"Královéhradecký"
"101526";"Skupina stromů";"Žižkovy duby";"26.06.1980";"ze zákona";"Na pravé straně polní cesty vedoucí k Miletínské bažantnici, 23.7.2009 při vichřici zcela zničeny, ulomeny koruny";"{X:1020042,00, Y:650742,00} {X:1020046,00, Y:650756,00} ";"Královéhradecký"
"101527";"Jednotlivý strom";"U borovičky";"26.06.1980";"ze zákona";"v poli při silnici z Pecky do Vidonic, místní název "U borovičky".";"{X:1011609,00, Y:652371,00} ";"Královéhradecký"
"101528";"Jednotlivý strom";"Libáňská borovice";"26.06.1980";"ze zákona";"střed cesty z Libáně do Bystřice polní cestou na sever ";"{X:1017863,00, Y:680977,00} ";"Královéhradecký"
"101529";"Jednotlivý strom";"Holovouská lípa";"26.06.1980";"ze zákona";"východně od zámeckého parku u skladu ovoce";"{X:1021894,00, Y:656750,00} ";"Královéhradecký"
"101530";"Jednotlivý strom";"Javor v Cerekvicích";"26.06.1980";"ze zákona";"na rozcestí silnic od žel. stanice Cerekvice do Cerekvice  a Třebovětic, jediný pozůstatek obory";"{X:1028156,00, Y:647473,00} ";"Královéhradecký"
"101531";"Skupina stromů";"Kleny Boháňka";"26.06.1980";"ze zákona";"U křižovatky silnic Boháňka-Chloumek-Maňovice";"{X:1024264,00, Y:647880,00} ";"Královéhradecký"
"101532";"Jednotlivý strom";"Sejtkova lípa v Lánech";"18.02.1997";"vyhlášené";"U Vamberova mlýna na Lánech zmínka o mlýnu je z r. 1485";"{X:1096860,49, Y:638569,13} ";"Pardubický"
"101533";"Jednotlivý strom";"Lípa srdčitá";"05.10.2000";"ze zákona";"Za městem, u cesty na Sv. Lázně, u křížku údajně jedna ze 4 lip vysazených do 4 světových stran";"{X:, Y:} ";"Pardubický"
"101534";"Stromořadí";"Malá lipka";"09.08.2000";"ze zákona";"Navazuje na zámecký park v jižní části od náměstí v Chrasti, vysazení kolem r. 1740, po vichřici 25.6.2008 částečně poškozena";"{X:, Y:} ";"Pardubický"
"101535";"Stromořadí";"Velká lipka";"09.08.2000";"ze zákona";"Prodloužení hlavní osy pravidelné úpravy zámeckého parku ukončené kaplí, vysazení kolem r. 1740, po vichřici 25.6.2008 z větší části poškozena";"{X:, Y:} ";"Pardubický"
"101536";"Jednotlivý strom";"Javor klen";"09.11.2002";"ze zákona";"Na nádvoří hradu Košumberk za hlavní budovou";"{X:, Y:} ";"Pardubický"
"101537";"Jednotlivý strom";"Lípa srdčitá";"12.10.2002";"ze zákona";"Na návsi za kapličkou, vedle domu čp. 30 ";"{X:, Y:} ";"Pardubický"
"101538";"Jednotlivý strom";"Lípa srdčitá";"22.10.2002";"ze zákona";"V lesním porostu u řeky Krounky, proti turistické stezce Šilinkův důl, dvoják, při revizi 2009 nenalezena";"{X:, Y:} ";"Pardubický"
"101539";"Jednotlivý strom";"Dub letní";"06.10.1999";"ze zákona";"Na okraji obce, v zahradě nad statkem "Za humny"";"{X:, Y:} ";"Pardubický"
"101542";"Jednotlivý strom";"Lípa srdčitá";"05.11.1998";"ze zákona";"V zahradě u domu čp. 19";"{X:, Y:} ";"Pardubický"
"101543";"Jednotlivý strom";"Lípa srdčitá";"22.05.1998";"ze zákona";"Na západním okraji obce, na mezi nad potokem v lokalitě Na brhách, dvoják";"{X:, Y:} ";"Pardubický"
"101544";"Jednotlivý strom";"Javor klen";"05.11.1998";"ze zákona";"V zahradě domu čp. 19 v obci, dvoják";"{X:, Y:} ";"Pardubický"
"101545";"Jednotlivý strom";"Lípa u statku v České Rybné";"21.08.1998";"ze zákona";"Na okraji obce u starého statku, pravděpodobně rozlomena větrem";"{X:, Y:} ";"Pardubický"
"101546";"Jednotlivý strom";"Dub letní";"16.09.1998";"ze zákona";"V poli nad obcí";"{X:, Y:} ";"Pardubický"
"101547";"Jednotlivý strom";"Lípa srdčitá";"27.05.1998";"ze zákona";"Na okraji pastviny u silnice, za tratí";"{X:, Y:} ";"Pardubický"
"101548";"Jednotlivý strom";"Buk lesní červenolistý";"23.03.2004";"ze zákona";"Na zahradě v Jiráskově ulici, při příjezdu po silnici od Voletic";"{X:, Y:} ";"Pardubický"
"101549";"Jednotlivý strom";"Lípa srdčitá";"10.06.1999";"ze zákona";"Na okraji lesa na stráni nad kostelem, v severní části obce";"{X:, Y:} ";"Pardubický"
"101550";"Jednotlivý strom";"Buk lesní";"04.03.2003";"ze zákona";"V lesním porost "V Cikánku" severně od Pařížova";"{X:, Y:} ";"Pardubický"
"101551";"Jednotlivý strom";"Dub letní";"08.03.2003";"ze zákona";"Na zahradě rodinného domku č. p. 34";"{X:, Y:} ";"Pardubický"
"101552";"Jednotlivý strom";"Hrušeň Pod Kaplí";"02.08.2002";"vyhlášené";"V poli pod místní silnicí mezi Dolním Babákovem a Stříteží";"{X:, Y:} ";"Pardubický"
"101553";"Jednotlivý strom";"Dub u rybníka Šanda";"23.01.2002";"ze zákona";"Poslední v řadě na levé straně cesty vedoucí podél rybníka Šanda";"{X:, Y:} ";"Pardubický"
"101554";"Skupina stromů";"Jasan ztepilý, lípa srdčitá";"23.01.2002";"ze zákona";"Na jižním konci obce, v blízkosti domu č. 26";"{X:, Y:} ";"Pardubický"
"101555";"Jednotlivý strom";"Dub letní";"01.02.2000";"ze zákona";"V poli v lokalitě "K Otradovu"";"{X:, Y:} ";"Pardubický"
"101556";"Jednotlivý strom";"Lípa srdčitá";"28.01.2000";"vyhlášené";"V centru obce u domu čp. 65, poblíž železniční trati";"{X:, Y:} ";"Pardubický"
"101557";"Jednotlivý strom";"Dub u Hluboše";"12.05.1999";"ze zákona";"V aleji vedoucí od rybníka Hluboš";"{X:, Y:} ";"Pardubický"
"101558";"Stromořadí";"Alej dubu letního na hrázi rybníka v místní části Libáň";"12.05.1999";"ze zákona";"Alej na hrázi rybníka v místní části Libáň";"{X:, Y:} ";"Pardubický"
"101559";"Jednotlivý strom";"Dub letní";"28.04.1999";"ze zákona";"V obci, u domu čp. 24 na odbočce z komunikace Slatiňany-Pila u Libáně";"{X:1080330,28, Y:645874,09} ";"Pardubický"
"101560";"Jednotlivý strom";"Dub letní";"28.04.1999";"ze zákona";"Na návsi v místní části Obořice";"{X:, Y:} ";"Pardubický"
"101562";"Jednotlivý strom";"Javor klen";"15.07.1996";"ze zákona";"Pod hradem Košumberk u restaurace Pod Linduší";"{X:, Y:} ";"Pardubický"
"101563";"Jednotlivý strom";"Smrk ztepilý";"23.11.1999";"ze zákona";"Na turistické stezce v lese u potoka pod hřištěm na konci obce";"{X:, Y:} ";"Pardubický"
"101569";"Jednotlivý strom";"Lípa velkolistá";"03.05.1996";"ze zákona";"V parku naproti kostelu v části ovocného sadu";"{X:, Y:} ";"Pardubický"
"101570";"Jednotlivý strom";"Buk lesní";"09.11.1996";"ze zákona";"V remízku blízko lomu, východně od obce";"{X:, Y:} ";"Pardubický"
"101571";"Jednotlivý strom";"Olše lepkavá";"09.11.1996";"ze zákona";"V obci v blízkosti potoka směrem k Podměstí, dvoják";"{X:, Y:} ";"Pardubický"
"101574";"Jednotlivý strom";"Dub letní";"11.04.1996";"ze zákona";"Na louce pod lesem za potokem";"{X:, Y:} ";"Pardubický"
"101575";"Jednotlivý strom";"Hrušeň obecná";"11.04.1996";"ze zákona";"V poli nad obcí naproti statku";"{X:, Y:} ";"Pardubický"
"101576";"Jednotlivý strom";"Dub letní";"06.09.1996";"ze zákona";"Na pastvině severně od silnice Prosetín-Mrákotín.";"{X:, Y:} ";"Pardubický"
"101577";"Jednotlivý strom";"Hrušeň obecná";"15.05.1996";"ze zákona";"V lese ve svahu severně od silnice Skuteč-Prosetín";"{X:, Y:} ";"Pardubický"
"101579";"Jednotlivý strom";"Hloh obecný";"08.07.1998";"ze zákona";"Na křižovatce silnic Zaječice-Bítovánky, dvojkmen";"{X:, Y:} ";"Pardubický"
"101582";"Skupina stromů";"2 ks - Lípa srdčitá";"29.12.1995";"ze zákona";"V obci, před křižovatkou směr Rychnov, po pravé straně naproti zastávce ČSAD cestou k bývalému statku";"{X:, Y:} ";"Pardubický"
"101584";"Jednotlivý strom";"Dub letní";"25.01.1996";"ze zákona";"Na východním konci obce, po pravé straně silnice z Proseče u čp. 140";"{X:, Y:} ";"Pardubický"
"101585";"Stromořadí";"Platan javorovitý - 5 kusů";"25.01.1996";"ze zákona";"Podél silnice k dětské léčebně, po pravé straně u zdi bývalého hospodářství";"{X:, Y:} ";"Pardubický"
"101586";"Jednotlivý strom";"Lípa srdčitá";"25.01.1996";"ze zákona";"po levé straně silnice za Luží naproti zahradnictví, troják";"{X:, Y:} ";"Pardubický"
"101587";"Jednotlivý strom";"Lípa srdčitá";"25.01.1996";"ze zákona";"V obci pod kostelem, u silnice směrem na Voletice";"{X:, Y:} ";"Pardubický"
"101590";"Jednotlivý strom";"Lípa srdčitá";"20.01.1993";"vyhlášené";"Na východním okraji obce, na svahu pod loukou, dvoják";"{X:, Y:} ";"Pardubický"
"101591";"Stromořadí";"Alej dubu letního na hrázi rybníka Pařezný";"23.04.1996";"ze zákona";"Na hrázi rybníka Pařezný";"{X:, Y:} ";"Pardubický"
"101592";"Jednotlivý strom";"Lípa srdčitá";"25.04.1996";"ze zákona";"V severní části Holína u rekreační chaty";"{X:, Y:} ";"Pardubický"
"101593";"Stromořadí";"10 ks dubu letního";"27.04.1996";"ze zákona";"U cesty na hrázi bývalého rybníka v obci";"{X:, Y:} ";"Pardubický"
"101594";"Jednotlivý strom";"Platan javorolistý v Běstvině";"23.01.1996";"ze zákona";"Před zámkem v obci";"{X:1081486,82, Y:662868,87} ";"Pardubický"
"101596";"Skupina stromů";"Duby letní - 3 kusy";"23.01.1996";"ze zákona";"V obci po pravé straně silnice směrem do Spačic, v zahradě u předposledního domu";"{X:1081946,70, Y:662900,90} {X:1081958,10, Y:662888,24} {X:1081959,76, Y:662856,02} ";"Pardubický"
"101598";"Jednotlivý strom";"Dub letní";"01.12.1990";"vyhlášené";"V zámeckém parku poblíž rybníka";"{X:1070472,00, Y:656476,00} ";"Pardubický"
"101600";"Jednotlivý strom";"Líska turecká";"01.12.1990";"vyhlášené";"V parku na náměstí u kostela v Ronově";"{X:, Y:} ";"Pardubický"
"101601";"Jednotlivý strom";"Dub letní";"01.12.1990";"vyhlášené";"V zahradě u čp. 23 u stodoly, v jihovýchodní části obce";"{X:, Y:} ";"Pardubický"
"101602";"Jednotlivý strom";"Olše lepkavá";"01.12.1990";"vyhlášené";"U silnice k Horce, na břehu potoka Žejbro ";"{X:, Y:} ";"Pardubický"
"101603";"Jednotlivý strom";"Lípa srdčitá";"01.12.1990";"vyhlášené";"Na nádvoří internátní školy, rozložitý trojkmen";"{X:, Y:} ";"Pardubický"
"101604";"Jednotlivý strom";"Dub letní";"01.12.1990";"vyhlášené";"U bývalého mlýna při potoce Žejbro, na okraji zarostlého náhonu";"{X:, Y:} ";"Pardubický"
"101605";"Jednotlivý strom";"Jilm habrolistý na Přemilově";"01.12.1990";"vyhlášené";"Východně od hájenky Přemilov";"{X:1085922,97, Y:655847,03} ";"Pardubický"
"101606";"Jednotlivý strom";"Žižkův dub";"01.12.1990";"vyhlášené";"Na jižním okraji obce u stavení čp. 1, kulturní památka";"{X:1077005,47, Y:662758,95} ";"Pardubický"
"101607";"Jednotlivý strom";"Smrk ztepilý ve Slavicích";"01.12.1990";"vyhlášené";"při cestě z Trpišova do Slavic ve Slavické oboře, čtyřkmen";"{X:1079118,93, Y:648605,56} ";"Pardubický"
"101608";"Jednotlivý strom";"Dub letní";"01.12.1990";"vyhlášené";"V obci v severozápadní části na volném prostranství, dříve pravděpodobně nádvoří Lukavecké tvrze";"{X:, Y:} ";"Pardubický"
"101609";"Jednotlivý strom";"Lípa na Lipce";"01.12.1990";"vyhlášené";"Na poli jižně od bývalé tvrze Lipka, cca 150 m severně od hrobky pánů Kustošů, u obce Horní Bradlo. Stáří 800 let. Získala 3. místo v celoevropské soutěži Evropský strom roku 2017";"{X:1087200,39, Y:653569,12} ";"Pardubický"
"101611";"Jednotlivý strom";"Lípa velkolistá v Kameničkách";"01.12.1990";"vyhlášené";"Na dvoře u čp. 11 v Kameničkách u Trhové Kamenice ";"{X:1087564,27, Y:649520,20} ";"Pardubický"
"101612";"Jednotlivý strom";"Platan javorolistý";"20.12.2004";"vyhlášené";"Na levém břehu Labe na Eliščině nábřeží u vjezdu do areálu Východočeské energetiky";"{X:, Y:} ";"Královéhradecký"
"101613";"Skupina stromů";"Dřezovec trojtrnný f. 2 ks";"04.09.1998";"vyhlášené";"V zámeckém parku ";"{X:, Y:} ";"Královéhradecký"
"101614";"Jednotlivý strom";"Dub letní";"19.02.1997";"vyhlášené";"na okraji lesního porostu, u lesní cesty";"{X:, Y:} ";"Královéhradecký"
"101616";"Skupina stromů";"Buky lesní";"30.08.2001";"ze zákona";"V zahradě pod silnicí vedoucí k hvězdárně na kopci sv. Jana, obvod kmenů 211 cm, 264 cm, 273 cm";"{X:, Y:} ";"Královéhradecký"
"101617";"Jednotlivý strom";"Lípa srdčitá";"03.07.2000";"ze zákona";"V obci, na návsi proti rybníčku";"{X:, Y:} ";"Královéhradecký"
"101618";"Jednotlivý strom";"Lípa srdčitá";"21.03.2000";"ze zákona";"V centru obce u křížku ";"{X:, Y:} ";"Královéhradecký"
"101620";"Jednotlivý strom";"Dub letní";"23.08.1983";"ze zákona";"Na okraji lesa zv. "Víno"";"{X:, Y:} ";"Královéhradecký"
"101621";"Skupina stromů";"2 ks dubu letního";"06.10.1998";"ze zákona";"V oboře u zámku Hrádek";"{X:, Y:} ";"Královéhradecký"
"101622";"Jednotlivý strom";"Dub letní";"06.10.1998";"ze zákona";"V severní části katastru, v lesním porostu, nutno upřesnit";"{X:, Y:} ";"Královéhradecký"
"101623";"Jednotlivý strom";"Lípa srdčitá";"07.08.1998";"ze zákona";"V obci podél komunikace, součást tzv. Šporkovy aleje";"{X:, Y:} ";"Královéhradecký"
"101624";"Jednotlivý strom";"Dub Na Bahnech";"23.08.1983";"ze zákona";"V poli "Na bahnech", cca 800 m severně od obce";"{X:, Y:} ";"Královéhradecký"
"101625";"Jednotlivý strom";"Dub letní";"23.08.1983";"ze zákona";"Za obcí na okraji oboru";"{X:, Y:} ";"Královéhradecký"
"101627";"Skupina stromů";"2 ks dubu letního";"30.09.1998";"ze zákona";"V oboře u zámku Hrádek, ve střední části zvané Hlubuček";"{X:, Y:} ";"Královéhradecký"
"101628";"Jednotlivý strom";"Dub letní";"31.08.1998";"ze zákona";"Na levém břehu Labe u starého ramene, jižně od Smiřic";"{X:, Y:} ";"Královéhradecký"
"101629";"Jednotlivý strom";"Dub letní u závory";"05.03.1999";"ze zákona";"V poli u polní cesty k bývalé skládce ZD Smržov";"{X:, Y:} ";"Královéhradecký"
